"Year","id","State","Population","Norm_Population","total_crime_index","Index.offenses.total","Violent.crime.total","Murder.and.nonnegligent.Manslaughter","Forcible.rape","Robbery","Aggravated.assault","Property.crime.total","Burglary","Larceny.theft","Motor.vehicle.theft","Index.offense.rate","Violent.Crime.rate","Murder.and.nonnegligent.manslaughter.rate","Forcible.rape.rate","Robbery.rate","Aggravated.assault.rate","Property.crime.rate","Burglary.rate","Larceny.theft.rate","Motor.vehicle.theft.rate"
1960,1,"Alabama",3266740,0.0788196483061259,3775.58667050331,1222.01338337303,186.638667295224,12.4282924260884,8.60184771362275,27.4891788143531,138.11934834116,1035.3747160778,355.889969817004,592.149972143483,87.3347741173157,37.4073235090641,5.71211666676871,0.379583315476591,0.263259396217636,0.84181783674244,4.22745611833204,31.6952068422954,10.8946533853322,18.1251033140072,2.672388987186
1960,2,"Alaska",226167,0,7028.16945000818,1649.22380364952,104.347672295251,10.169476537249,20.7811042282915,28.2976738427799,45.0994176869305,1544.87613135426,332.05551649887,970.521782576592,242.298832278803,729.195682836134,46.1163653406554,4.50994176869304,9.19674399890346,12.5128776523542,19.941017036084,683.079317495479,146.8383981748,429.107694756529,107.13322456415
1960,4,"Arizona",1302161,0.0278925941457422,9709.38309471717,3013.6826398579,207.654813805666,5.99004270593268,16.0502426351273,54.2175660306214,131.396962433985,2806.02782605223,685.475912732757,1782.19129585358,338.360617465889,231.438355164991,15.9504085900284,0.460772515840975,1.23640625083995,4.16231172643014,10.0909180969174,215.487946574963,52.6432599348314,136.864796288631,25.987569893431
1960,5,"Arkansas",1786272,0.040442024388373,3273.1801203848,1034.10902706867,107.710359900396,8.50934236219344,8.90121997097866,24.8002543845506,65.4995431826732,926.39866716827,302.249601404489,573.82078429265,50.3282814711309,57.8915193206858,6.02931692373838,0.475851382096344,0.498244388312642,1.38836638541051,3.66685476791888,51.8622023969474,16.9179161964135,32.1227674172802,2.81592053169954
1960,6,"California",15717204,0.401568417609833,10487.1712551418,3474.33932905624,238.961077301026,3.91927215553097,18.1902582673101,97.2628464961071,119.588700382078,3235.37825175521,910.480006494794,1984.80594894614,340.092296314281,22.1057129499623,1.52062669670763,0.0248135737119656,0.115796677322506,0.619066851839551,0.760949593833611,20.5850862532547,5.79301509352427,12.6282002829511,2.16387087677936
1960,8,"Colorado",1753947,0.0396040753795857,6876.63310236854,2172.41455984702,137.290351418828,4.16204138437478,13.0562668085182,77.6534296646364,42.4186135612992,2035.12420842819,569.914598331649,1251.40611432387,213.803495772677,123.85779045775,7.82805865855696,0.239459915265399,0.746886878565886,4.43000843240987,2.41740485886974,116.029731799193,32.492429930893,71.3476518959809,12.1896499723196
1960,9,"Connecticut",2535234,0.0598570890602795,3601.35987447313,1156.54018524523,36.6041162275356,1.61720772125965,4.06274134853035,9.30880541993362,21.615361737812,1119.93606901769,333.381455124063,656.862443466757,129.692170426872,45.617090966751,1.44365372190496,0.063110545219889,0.161720772125966,0.366830044090605,0.851992360468501,44.173437244846,13.1506598601944,25.9108232218407,5.11589857188725
1960,10,"Delaware",446292,0.00570621888814574,7896.55651456894,2160.46893065527,84.0257051437176,7.39426205264714,9.18681042904645,35.1787618868364,32.2658707751875,2076.44322551155,596.24640369982,1314.61016554184,165.586656269886,484.077689046633,18.8217579521927,1.65810724816936,2.0614306328592,7.88721285615696,7.23741406971221,465.25593109444,133.589667751158,294.560511951816,37.1057513914657
1960,11,"District of Columbia",763956,0.0139409051658694,9169.5464136678,2712.85257266125,553.696809763913,10.6027048678196,14.5296325966417,140.322217509909,388.242254789543,2159.15576289734,600.427249736896,1296.54063846609,262.187874694354,355.112074517381,72.4779961149595,1.3875144641838,1.89801506893067,18.3649320117913,50.8144448109577,282.634078402421,78.5909136128259,169.708726680594,34.321348349905
1960,12,"Florida",4951560,0.122494613471944,8273.81875610919,2704.58199032224,223.384145602598,10.6431104540791,8.13884917076638,80.8836003198992,123.718585657853,2481.19784471964,807.139568136103,1486.4608325457,187.597444037839,54.6211698939324,4.51170944106504,0.214073948412218,0.163584809635751,1.63382853080645,2.49820258665956,50.1094604528674,16.2999135625944,30.0208419164869,3.78870497378604
1960,13,"Georgia",3943116,0.0963530929702416,4327.07026625643,1407.89669895585,158.808414462065,11.8941466596468,7.45603223440548,24.7012768582005,114.756958709812,1249.08828449379,392.101069306609,709.565734307588,147.421480879589,35.7052645674132,4.0272718327333,0.301791780916412,0.190204903938915,0.626408150305494,2.91140306295833,31.6779927346799,9.94391237792649,17.9959199780072,3.73816037874615
1960,15,"Hawaii",632772,0.0105402708961476,7941.86531641729,2298.30017763112,21.8088031708103,2.37052208378373,3.31873091729723,10.9044015854052,5.21514858432421,2276.49137446031,525.939832988817,1480.62809353132,269.923447940174,363.211393677344,3.44515876176569,0.379283533405397,0.521514858432421,1.72257938088285,0.821780989045027,359.766234915578,83.1105042574577,233.986333150013,42.6535940275486
1960,16,"Idaho",667191,0.0114325018917687,6094.35678838593,1771.00710291356,38.2199400171765,2.39811388343068,7.19434165029204,13.7891548297264,14.8383296537273,1732.78716289638,301.412938723694,1331.40285165717,99.9713725155165,265.441230472234,5.72549689669075,0.359717082514602,1.07915124754381,2.06837322445896,2.21825534217338,259.715733575543,45.1744702791255,199.553051524976,14.9882117714418
